id,listing_id_overlap,comments,review_scores_rating
23149,6712434,,67
23150,6712530,,96
23151,6712617,,92
23152,6712618,,90
23153,6713251,,95
23154,6713591,,95
23155,6713635,,99
23156,6713685,,93
23157,6713783,,93
23158,6713809,,40
23159,6714468,,98
23160,6714652,,98
23161,6714817,,90
23162,6714921,,94
23163,6715059,,99
23164,6715120,,88
23165,6715264,,100
23166,6715426,,96
23167,6715492,,89
23168,6715501,,96
23169,6715784,,94
23170,6715918,,93
23171,6715937,,100
23172,6716020,,100
23173,6716027,,91
23174,6716088,,100
23175,6716160,,100
23176,6716218,,91
23177,6716228,,96
23178,6716261,,100
23179,6716380,,92
23180,6716441,,87
23181,6716444,,90
23182,6716547,,80
23183,6716557,,80
23184,6716620,,96
23185,6716695,,91
23186,6716714,,98
23187,6716874,,96
23188,6717076,,100
23189,6717254,,92
23190,6717309,,90
23191,6717327,,99
23192,6717555,,80
23193,6717607,,100
23194,6717651,,90
23195,6718257,,60
23196,6718383,,100
23197,6718411,,100
23198,6718545,,90
23199,6719243,,90
23200,6721639,,97
23201,6723361,,98
23202,6723500,,96
23203,6724599,,98
23204,6725028,,100
23205,6725556,,100
23206,6725662,,87
23207,6726345,,99
23208,6726748,,86
23209,6726750,,92
23210,6727729,,96
23211,6727846,,100
23212,6728017,,100
23213,6728419,,99
23214,6728583,,96
23215,6728733,,96
23216,6728740,,100
23217,6729099,,84
23218,6729162,,100
23219,6729222,,95
23220,6729380,,91
23221,6729395,,98
23222,6729487,,73
23223,6729568,,95
23224,6729674,,89
23225,6729744,,97
23226,6729886,,98
23227,6730143,,80
23228,6730188,,100
23229,6730240,,100
23230,6730427,,83
23231,6730535,,100
23232,6730602,,99
23233,6730668,,100
23234,6730758,,97
23235,6730800,,98
23236,6730863,,95
23237,6730873,,98
23238,6731136,,92
23239,6731350,,100
23240,6731379,,98
23241,6731628,,100
23242,6731745,,90
23243,6731830,,88
23244,6731847,,80
23245,6731950,,93
23246,6731982,,93
23247,6732019,,91
23248,6732036,,98
23249,6732105,,100
23250,6732110,,94
23251,6732313,,96
23252,6732446,,91
23253,6734621,,94
23254,6736478,,100
23255,6737249,,96
23256,6737815,,100
23257,6738524,,100
23258,6738639,,98
23259,6738771,,92
23260,6739145,,99
23261,6739157,,98
23262,6740521,,96
23263,6740658,,100
23264,6741023,,80
23265,6741074,,93
23266,6741135,,100
23267,6741518,,88
23268,6741526,,95
23269,6741922,,100
23270,6741968,,95
23271,6742178,,97
23272,6743214,,89
23273,6743285,,95
23274,6743603,,99
23275,6743731,,89
23276,6743785,,88
23277,6743935,,98
23278,6744143,,87
23279,6744307,,98
23280,6744916,,67
23281,6745994,,88
23282,6746003,,100
23283,6746716,,89
23284,6746826,,97
23285,6747090,,96
23286,6747473,,96
23287,6747507,,100
23288,6747810,,100
23289,6748032,,96
23290,6748115,,100
23291,6748124,,80
23292,6748434,,100
23293,6748445,,100
23294,6748502,,96
23295,6748788,,88
23296,6748891,,100
23297,6748921,,90
23298,6748933,,90
23299,6748952,,80
23300,6748973,,100
23301,6749095,,98
23302,6749145,,81
23303,6749243,,97
23304,6749285,,94
23305,6749329,,100
23306,6749388,,99
23307,6749628,,97
23308,6749902,,82
23309,6749996,,91
23310,6750085,,97
23311,6750159,,93
23312,6750168,,89
23313,6750264,,90
23314,6750430,,96
23315,6750441,,93
23316,6750443,,95
23317,6750477,,97
23318,6750510,,98
23319,6750683,,100
23320,6750758,,99
23321,6750836,,95
23322,6750870,,100
23323,6750883,,80
23324,6751453,,89
23325,6752031,,91
23326,6752704,,90
23327,6757098,,92
23328,6758443,,80
23329,6758462,,84
23330,6758482,,85
23331,6758600,,91
23332,6758612,,80
23333,6758759,,77
23334,6758835,,82
23335,6758878,,83
23336,6759004,,91
23337,6759038,,92
23338,6759046,,93
23339,6759052,,100
23340,6759104,,93
23341,6759439,,98
23342,6759963,,94
23343,6760016,,98
23344,6760090,,100
23345,6760383,,96
23346,6760473,,87
23347,6760665,,98
23348,6761084,,85
23349,6761103,,94
23350,6761267,,93
23351,6761306,,100
23352,6761345,,40
23353,6761402,,95
23354,6761717,,100
23355,6762001,,90
23356,6762011,,93
23357,6762958,,100
23358,6763178,,94
23359,6763409,,87
23360,6763552,,95
23361,6763587,,86
23362,6764040,,80
23363,6764044,,100
23364,6764230,,95
23365,6764489,,100
23366,6764572,,95
23367,6764646,,95
23368,6764884,,100
23369,6765045,,88
23370,6765049,,82
23371,6765133,,100
23372,6765248,,100
23373,6765354,,92
23374,6765378,,80
23375,6765734,,93
23376,6765832,,100
23377,6765855,,97
23378,6765902,,95
23379,6766006,,100
23380,6766010,,99
23381,6766026,,97
23382,6766070,,89
23383,6766169,,88
23384,6766186,,80
23385,6766259,,95
23386,6766513,,98
23387,6766544,,80
23388,6766647,,100
23389,6766708,,100
23390,6766715,,100
23391,6767080,,93
23392,6767168,,80
23393,6767248,,100
23394,6767380,,98
23395,6767387,,100
23396,6767392,,96
23397,6767404,,100
23398,6767632,,93
23399,6767766,,92
23400,6767883,,98
23401,6767900,,98
23402,6768768,,95
23403,6769183,,92
23404,6769268,,93
23405,6770074,,94
23406,6771374,,93
23407,6773472,,100
23408,6774793,,81
23409,6774866,,99
23410,6776229,,96
23411,6776230,,100
23412,6776448,,98
23413,6776698,,93
23414,6777032,,99
23415,6777362,,100
23416,6777603,,85
23417,6778349,,95
23418,6778628,,99
23419,6778716,,100
23420,6778747,,94
23421,6778968,,96
23422,6779052,,100
23423,6779136,,80
23424,6779182,,90
23425,6779562,,87
23426,6779601,,100
23427,6779875,,94
23428,6779893,,100
23429,6779930,,92
23430,6780071,,95
23431,6780147,,97
23432,6780300,,91
23433,6780313,,86
23434,6780474,,93
23435,6780531,,96
23436,6780615,,97
23437,6780644,,93
23438,6780670,,93
23439,6780990,,88
23440,6781104,,97
23441,6781308,,97
23442,6781333,,94
23443,6781663,,94
23444,6781814,,60
23445,6781850,,80
23446,6781973,,99
23447,6782485,,100
23448,6782490,,88
23449,6782506,,89
23450,6782780,,100
23451,6782834,,100
23452,6782897,,94
23453,6782993,,93
23454,6783213,,75
23455,6783394,,91
23456,6783739,,100
23457,6783839,,96
23458,6784210,,100
23459,6784345,,96
23460,6784807,,96
23461,6784814,,97
23462,6784818,,70
23463,6784873,,80
23464,6784945,,97
23465,6784999,,98
23466,6785017,,92
23467,6785030,,100
23468,6785072,,100
23469,6785216,,100
23470,6785258,,84
23471,6785367,,97
23472,6786181,,94
23473,6786283,,89
23474,6786761,,91
23475,6786907,,98
23476,6787180,,96
23477,6789756,,98
23478,6790961,,100
23479,6791694,,88
23480,6791878,,100
23481,6791922,,94
23482,6792049,,93
23483,6792415,,93
23484,6792417,,98
23485,6792560,,89
23486,6792888,,87
23487,6792907,,90
23488,6793490,,95
23489,6793913,,70
23490,6793945,,97
23491,6794702,,100
23492,6794826,,89
23493,6794912,,80
23494,6794998,,83
23495,6795088,,93
23496,6795173,,91
23497,6795231,,100
23498,6795464,,65
23499,6795678,,98
23500,6795900,,93
23501,6796066,,98
23502,6796246,,95
23503,6796336,,80
23504,6796530,,97
23505,6796770,,96
23506,6797176,,92
23507,6797353,,94
23508,6797786,,95
23509,6797961,,85
23510,6798960,,100
23511,6799036,,99
23512,6799130,,100
23513,6799287,,98
23514,6799539,,100
23515,6799594,,97
23516,6799692,,91
23517,6799722,,100
23518,6799895,,93
23519,6799932,,95
23520,6799944,,80
23521,6800071,,97
23522,6800203,,87
23523,6800274,,87
23524,6800277,,96
23525,6800557,,98
23526,6800559,,99
23527,6800689,,80
23528,6800858,,90
23529,6800876,,88
23530,6800916,,100
23531,6800994,,99
23532,6801095,,98
23533,6801204,,88
23534,6801334,,100
23535,6802341,,100
23536,6804355,,84
23537,6805513,,80
23538,6805663,,99
23539,6805923,,99
23540,6806165,,80
23541,6806689,,99
23542,6807079,,90
23543,6807884,,96
23544,6807981,,96
23545,6808485,,100
23546,6808628,,98
23547,6808804,,85
23548,6808970,,100
23549,6809063,,80
23550,6809157,,100
23551,6809271,,100
23552,6809304,,98
23553,6809680,,93
23554,6810024,,97
23555,6810032,,93
23556,6810170,,100
23557,6810274,,93
23558,6810307,,87
23559,6810360,,100
23560,6810430,,93
23561,6810576,,80
23562,6810669,,100
23563,6810723,,85
23564,6810931,,100
23565,6811019,,95
23566,6811166,,90
23567,6811441,,87
23568,6811792,,100
23569,6811855,,60
23570,6812054,,95
23571,6812222,,99
23572,6812270,,93
23573,6812385,,80
23574,6812415,,95
23575,6812920,,96
23576,6812924,,95
23577,6813025,,98
23578,6813132,,100
23579,6813171,,93
23580,6813246,,100
23581,6813321,,97
23582,6813402,,92
23583,6813483,,98
23584,6813503,,92
23585,6813591,,89
23586,6813599,,100
23587,6813623,,100
23588,6813715,,97
23589,6813987,,94
23590,6814491,,94
23591,6817378,,98
23592,6818139,,96
23593,6818265,,89
23594,6818694,,100
23595,6819551,,96
23596,6819620,,90
23597,6819713,,96
23598,6819944,,93
23599,6820048,,98
23600,6820210,,95
23601,6820252,,96
23602,6820285,,90
23603,6820353,,98
23604,6820480,,93
23605,6820713,,99
23606,6820899,,99
23607,6821225,,98
23608,6821407,,95
23609,6821784,,100
23610,6821903,,100
23611,6822194,,96
23612,6822277,,92
23613,6822294,,98
23614,6822322,,87
23615,6822336,,100
23616,6822378,,93
23617,6822403,,97
23618,6822457,,86
23619,6822471,,85
23620,6822519,,90
23621,6822844,,97
23622,6822879,,98
23623,6822921,,100
23624,6823017,,92
23625,6823194,,100
23626,6823420,,99
23627,6823578,,80
23628,6823597,,98
23629,6823661,,90
23630,6823781,,95
23631,6823837,,90
23632,6823882,,91
23633,6823948,,100
23634,6824090,,20
23635,6824129,,100
23636,6824153,,92
23637,6824408,,100
23638,6825131,,85
23639,6827028,,95
23640,6827217,,83
23641,6828713,,96
23642,6828878,,100
23643,6829117,,100
23644,6829141,,98
23645,6829746,,100
23646,6829875,,96
23647,6830050,,94
23648,6830348,,90
23649,6830910,,96
23650,6831239,,91
23651,6831518,,84
23652,6831704,,96
23653,6831737,,91
23654,6832154,,100
23655,6832248,,94
23656,6832592,,95
23657,6832719,,97
23658,6833000,,95
23659,6833127,,86
23660,6833395,,100
23661,6833658,,100
23662,6833911,,100
23663,6833927,,95
23664,6834145,,100
23665,6834204,,100
23666,6834210,,97
23667,6834471,,100
23668,6834616,,90
23669,6835132,,96
23670,6835466,,100
23671,6835487,,100
23672,6835677,,97
23673,6835943,,94
23674,6836304,,94
23675,6836319,,96
23676,6836330,,93
23677,6836464,,87
23678,6836647,,96
23679,6836689,,90
23680,6836730,,95
23681,6837062,,96
23682,6837095,,90
23683,6837110,,96
23684,6837147,,87
23685,6837236,,97
23686,6837338,,100
23687,6837601,,100
23688,6837751,,99
23689,6837775,,96
23690,6837819,,87
23691,6837946,,88
23692,6838295,,93
23693,6838391,,90
23694,6838418,,93
23695,6838488,,82
23696,6838491,,97
23697,6838838,,100
23698,6843145,,90
23699,6843452,,100
23700,6843556,,100
23701,6843795,,99
23702,6844012,,100
23703,6845227,,100
23704,6845267,,99
23705,6845877,,96
23706,6846209,,96
23707,6846573,,97
23708,6846884,,100
23709,6846954,,99
23710,6846956,,91
23711,6847052,,100
23712,6847634,,90
23713,6848001,,93
23714,6848455,,98
23715,6848771,,93
23716,6849356,,100
23717,6849900,,94
23718,6850340,,99
23719,6850369,,90
23720,6850488,,95
23721,6850634,,95
23722,6850752,,88
23723,6850781,,96
23724,6850830,,95
23725,6850880,,80
23726,6851459,,91
23727,6851460,,93
23728,6851514,,83
23729,6851574,,93
23730,6851640,,100
23731,6851966,,100
23732,6852243,,97
23733,6852288,,85
23734,6852315,,92
23735,6852340,,100
23736,6852786,,88
23737,6852851,,94
23738,6852871,,80
23739,6853212,,96
23740,6853219,,100
23741,6853260,,97
23742,6853271,,95
23743,6853602,,100
23744,6853688,,100
23745,6853761,,94
23746,6853898,,100
23747,6853914,,97
23748,6854038,,92
23749,6854049,,100
23750,6854183,,91
23751,6854195,,99
23752,6854216,,100
23753,6854221,,100
23754,6854242,,87
23755,6854254,,100
23756,6854265,,87
23757,6854357,,40
23758,6854374,,99
23759,6854404,,100
23760,6854491,,85
23761,6854552,,99
23762,6854734,,97
23763,6854749,,100
23764,6854907,,99
23765,6855093,,99
23766,6855128,,89
23767,6855200,,95
23768,6855223,,93
23769,6855407,,100
23770,6855624,,100
23771,6855839,,99
23772,6856005,,100
23773,6856295,,97
23774,6857421,,95
23775,6860288,,93
23776,6860656,,88
23777,6860663,,100
23778,6861433,,96
23779,6861983,,92
23780,6862191,,100
23781,6862648,,100
23782,6862758,,100
23783,6863814,,100
23784,6863948,,90
23785,6864319,,80
23786,6864560,,95
23787,6864956,,100
23788,6865123,,100
23789,6865200,,72
23790,6865222,,98
23791,6865436,,100
23792,6865943,,100
23793,6866084,,93
23794,6866356,,98
23795,6866419,,73
23796,6867040,,87
23797,6867502,,86
23798,6867783,,99
23799,6868333,,97
23800,6868378,,97
23801,6868564,,92
23802,6868670,,76
23803,6868731,,100
23804,6868765,,100
23805,6868830,,100
23806,6868943,,100
23807,6869019,,96
23808,6869042,,95
23809,6869099,,98
23810,6869189,,99
23811,6869336,,84
23812,6869486,,100
23813,6869896,,99
23814,6869926,,97
23815,6869953,,100
23816,6870012,,93
23817,6870029,,90
23818,6870290,,95
23819,6870366,,97
23820,6870485,,89
23821,6870552,,100
23822,6870575,,98
23823,6870618,,100
23824,6870646,,98
23825,6870784,,97
23826,6871142,,97
23827,6871286,,93
23828,6871291,,97
23829,6871332,,98
23830,6871405,,89
23831,6871468,,80
23832,6871600,,93
23833,6871605,,95
23834,6871700,,94
23835,6872650,,98
23836,6879036,,95
23837,6879485,,100
23838,6880450,,93
23839,6880588,,93
23840,6880873,,90
23841,6880952,,96
23842,6880990,,100
23843,6881043,,87
23844,6881079,,97
23845,6881188,,96
23846,6881217,,100
23847,6881541,,93
23848,6881629,,100
23849,6881721,,97
23850,6881809,,93
23851,6882330,,100
23852,6882347,,100
23853,6882518,,94
23854,6882525,,99
23855,6882615,,88
23856,6882689,,95
23857,6883096,,98
23858,6883404,,100
23859,6883746,,80
23860,6883913,,95
23861,6883917,,98
23862,6884198,,90
23863,6884254,,60
23864,6884604,,88
23865,6884820,,86
23866,6884891,,97
23867,6884974,,100
23868,6885497,,90
23869,6885918,,99
23870,6886079,,96
23871,6886174,,97
23872,6886371,,100
23873,6886400,,100
23874,6886403,,90
23875,6886435,,97
23876,6886494,,97
23877,6886633,,95
23878,6886759,,97
23879,6886888,,97
23880,6886946,,96
23881,6887156,,80
23882,6887298,,98
23883,6887599,,100
23884,6887725,,98
23885,6887755,,94
23886,6887836,,97
23887,6887909,,100
23888,6888107,,97
23889,6888226,,83
23890,6888991,,98
23891,6890947,,94
23892,6891559,,90
23893,6892357,,100
23894,6893767,,93
23895,6894620,,98
23896,6895050,,100
23897,6895131,,89
23898,6895132,,100
23899,6895270,,100
23900,6895813,,98
23901,6895941,,98
23902,6896723,,94
23903,6897344,,80
23904,6898039,,93
23905,6898240,,97
23906,6898268,,99
23907,6898600,,93
23908,6898978,,99
23909,6898985,,90
23910,6899148,,100
23911,6899493,,98
23912,6899502,,100
23913,6899995,,97
23914,6900076,,98
23915,6900132,,95
23916,6900168,,98
23917,6900465,,96
23918,6900540,,97
23919,6900612,,96
23920,6900720,,90
23921,6900815,,93
23922,6901218,,100
23923,6901228,,100
23924,6901243,,95
23925,6901257,,96
23926,6901484,,100
23927,6901734,,95
23928,6901856,,98
23929,6902003,,95
23930,6902347,,89
23931,6902403,,84
23932,6902669,,100
23933,6902714,,80
23934,6902752,,98
23935,6903051,,91
23936,6903305,,97
23937,6903738,,100
23938,6904576,,88
23939,6906124,,94
23940,6907671,,77
23941,6908161,,96
23942,6908209,,95
23943,6908525,,84
23944,6908603,,100
23945,6908672,,97
23946,6909615,,100
23947,6910072,,60
23948,6910122,,100
23949,6910169,,100
23950,6910305,,76
23951,6911216,,93
23952,6911307,,92
23953,6911541,,99
23954,6911595,,98
23955,6911687,,99
23956,6911713,,95
23957,6911862,,100
23958,6911945,,100
23959,6911965,,100
23960,6912107,,92
23961,6912150,,97
23962,6912211,,95
23963,6912351,,97
23964,6912389,,99
23965,6912969,,96
23966,6913053,,98
23967,6913240,,100
23968,6913414,,96
23969,6913431,,96
23970,6913497,,98
23971,6913618,,100
23972,6913630,,96
23973,6913706,,96
23974,6913773,,100
23975,6913998,,92
23976,6914067,,100
23977,6914459,,89
23978,6914608,,96
23979,6914622,,98
23980,6914846,,95
23981,6915148,,95
23982,6915363,,98
23983,6915487,,80
23984,6915829,,100
23985,6916912,,100
23986,6919797,,96
23987,6919971,,100
23988,6919996,,95
23989,6920103,,99
23990,6920280,,96
23991,6920698,,88
23992,6921241,,100
23993,6921373,,99
23994,6921672,,100
23995,6921974,,100
23996,6922269,,86
23997,6922490,,97
23998,6922533,,90
23999,6922632,,100
24000,6922653,,99
24001,6922684,,95
24002,6922794,,100
24003,6923000,,93
24004,6923319,,96
24005,6923485,,97
24006,6923528,,100
24007,6923744,,80
24008,6923942,,80
24009,6923948,,100
24010,6924092,,99
24011,6924097,,99
24012,6924491,,91
24013,6924538,,96
24014,6924664,,100
24015,6924695,,96
24016,6924793,,95
24017,6924942,,100
24018,6924981,,97
24019,6925142,,20
24020,6925567,,98
24021,6925594,,100
24022,6925633,,96
24023,6925777,,100
24024,6925807,,100
24025,6925918,,100
24026,6925972,,98
24027,6926194,,98
24028,6926237,,100
24029,6926449,,90
24030,6926490,,80
24031,6926511,,100
24032,6926686,,100
24033,6926689,,93
24034,6927016,,94
24035,6927027,,90
24036,6927059,,93
24037,6927196,,80
24038,6927318,,96
24039,6930501,,96
24040,6930974,,100
24041,6931398,,80
24042,6931714,,98
24043,6932061,,100
24044,6932739,,98
24045,6932935,,99
24046,6933044,,100
24047,6933326,,95
24048,6934128,,98
24049,6934249,,97
24050,6934289,,100
24051,6934315,,100
24052,6935210,,100
24053,6935299,,82
24054,6935687,,96
24055,6935698,,97
24056,6935871,,95
24057,6935953,,100
24058,6936712,,93
24059,6936951,,98
24060,6937071,,100
24061,6937109,,100
24062,6937492,,91
24063,6937614,,80
24064,6937897,,100
24065,6938103,,87
24066,6938104,,87
24067,6938421,,92
24068,6938542,,95
24069,6938602,,97
24070,6938686,,90
24071,6938778,,96
24072,6939097,,100
24073,6939106,,98
24074,6939175,,100
24075,6939429,,92
24076,6939472,,93
24077,6939477,,100
24078,6939597,,92
24079,6939719,,100
24080,6939759,,100
24081,6939984,,98
24082,6940012,,94
24083,6940108,,96
24084,6940360,,95
24085,6940362,,100
24086,6940457,,67
24087,6940692,,80
24088,6940725,,92
24089,6941113,,97
24090,6941144,,100
24091,6941366,,90
24092,6941707,,92
24093,6942211,,93
24094,6947017,,100
24095,6947041,,80
24096,6947477,,100
24097,6948441,,60
24098,6949104,,80
24099,6949368,,84
24100,6949526,,94
24101,6949786,,100
24102,6949900,,96
24103,6950069,,98
24104,6950477,,100
24105,6950807,,100
24106,6951336,,99
24107,6951395,,94
24108,6951415,,95
24109,6951656,,95
24110,6951829,,100
24111,6952692,,80
24112,6953009,,98
24113,6953013,,93
24114,6954236,,97
24115,6954288,,100
24116,6954349,,88
24117,6954861,,97
24118,6954984,,100
24119,6955434,,97
24120,6955450,,100
24121,6955747,,93
24122,6955757,,97
24123,6955911,,85
24124,6956020,,100
24125,6956092,,95
24126,6956274,,98
24127,6956301,,100
24128,6956327,,94
24129,6956419,,100
24130,6956806,,93
24131,6956938,,96
24132,6957122,,93
24133,6957272,,96
24134,6957405,,100
24135,6957460,,88
24136,6957520,,97
24137,6957712,,97
24138,6958055,,93
24139,6958227,,96
24140,6958342,,92
24141,6958378,,96
24142,6958428,,94
24143,6958436,,90
24144,6958483,,96
24145,6958603,,96
24146,6958652,,93
24147,6958845,,93
24148,6958880,,100
24149,6959003,,100
24150,6959057,,97
24151,6959079,,98
24152,6959336,,73
24153,6959841,,100
24154,6961346,,90
24155,6962981,,98
24156,6964842,,95
24157,6965019,,92
24158,6965441,,100
24159,6965724,,100
24160,6966329,,87
24161,6966472,,88
24162,6966936,,93
24163,6967492,,100
24164,6967723,,89
24165,6967861,,100
24166,6968050,,93
24167,6968101,,97
24168,6968231,,94
24169,6968306,,97
24170,6968319,,94
24171,6968806,,90
24172,6969011,,80
24173,6969220,,96
24174,6969332,,100
24175,6969512,,97
24176,6970005,,80
24177,6970111,,100
24178,6970177,,99
24179,6970329,,93
24180,6970441,,96
24181,6970965,,94
24182,6971002,,92
24183,6971260,,88
24184,6971705,,98
24185,6971836,,95
24186,6971926,,86
24187,6972023,,88
24188,6972151,,96
24189,6972163,,93
24190,6972426,,99
24191,6972554,,87
24192,6972732,,85
24193,6972777,,94
24194,6973286,,90
24195,6973292,,99
24196,6973394,,100
24197,6973438,,87
24198,6973464,,100
24199,6973598,,100
24200,6973705,,98
24201,6973744,,89
24202,6973790,,98
24203,6973849,,100
24204,6973947,,97
24205,6973957,,84
24206,6973989,,100
24207,6974209,,100
24208,6974229,,91
24209,6974801,,100
24210,6974850,,98
24211,6975036,,90
24212,6975186,,100
24213,6975423,,97
24214,6975441,,96
24215,6975613,,100
24216,6975773,,100
24217,6975819,,100
24218,6975857,,97
24219,6975885,,90
24220,6975957,,100
24221,6976045,,100
24222,6976070,,93
24223,6976501,,96
24224,6976826,,94
24225,6977095,,100
24226,6977204,,93
24227,6978229,,96
24228,6979021,,93
24229,6980091,,85
24230,6981313,,97
24231,6981552,,95
24232,6983246,,95
24233,6985337,,97
24234,6985555,,93
24235,6986600,,90
24236,6986924,,100
24237,6987294,,93
24238,6987772,,97
24239,6987792,,99
24240,6988621,,95
24241,6988628,,100
24242,6988794,,100
24243,6988905,,94
24244,6989359,,100
24245,6990384,,100
24246,6990477,,98
24247,6990632,,98
24248,6990644,,99
24249,6990677,,96
24250,6990881,,90
24251,6990882,,97
24252,6990904,,93
24253,6990948,,100
24254,6991064,,90
24255,6991188,,100
24256,6991261,,98
24257,6991262,,99
24258,6991340,,90
24259,6991378,,91
24260,6991457,,98
24261,6991485,,100
24262,6991835,,100
24263,6992001,,91
24264,6992231,,98
24265,6992252,,98
24266,6992342,,100
24267,6992387,,94
24268,6992474,,95
24269,6992650,,91
24270,6992696,,72
24271,6992725,,100
24272,6992831,,98
24273,6992895,,99
24274,6993019,,100
24275,6993370,,100
24276,6993585,,100
24277,6993726,,93
24278,6993796,,97
24279,6993807,,72
24280,6993862,,87
24281,6993958,,87
24282,6993978,,100
24283,6994038,,84
24284,6994064,,96
24285,6994188,,100
24286,6994406,,90
24287,6994600,,100
24288,6995090,,97
24289,6995128,,97
24290,7000847,,92
24291,7001662,,98
24292,7001872,,99
24293,7001873,,98
24294,7002250,,100
24295,7002438,,100
24296,7002468,,100
24297,7002800,,100
24298,7002943,,93
24299,7003060,,95
24300,7003280,,91
24301,7003479,,100
24302,7003507,,90
24303,7003697,,100
24304,7003788,,90
24305,7003848,,100
24306,7004149,,100
24307,7004554,,92
24308,7004657,,100
24309,7004719,,99
24310,7004813,,80
24311,7004927,,97
24312,7005026,,98
24313,7005164,,98
24314,7005488,,93
24315,7005538,,100
24316,7006825,,97
24317,7007118,,92
24318,7007250,,76
24319,7007348,,81
24320,7007521,,98
24321,7007598,,92
24322,7007801,,79
24323,7008556,,97
24324,7008750,,100
24325,7008783,,96
24326,7009122,,100
24327,7009152,,94
24328,7009210,,93
24329,7009269,,90
24330,7009328,,100
24331,7009532,,89
24332,7009883,,90
24333,7010001,,93
24334,7010089,,100
24335,7010414,,96
24336,7010564,,100
24337,7010681,,90
24338,7010686,,96
24339,7010797,,93
24340,7011200,,98
24341,7011378,,100
24342,7011647,,99
24343,7012578,,87
24344,7012606,,80
24345,7013085,,90
24346,7015831,,60
24347,7018009,,94
24348,7018497,,90
24349,7019534,,84
24350,7019957,,100
24351,7020065,,100
24352,7020344,,93
24353,7020988,,92
24354,7021150,,97
24355,7021544,,91
24356,7021581,,93
24357,7021851,,85
24358,7021861,,100
24359,7021874,,100
24360,7021906,,96
24361,7021956,,98
24362,7022206,,100
24363,7022457,,88
24364,7022492,,100
24365,7022572,,92
24366,7022598,,98
24367,7022643,,89
24368,7022659,,100
24369,7022756,,88
24370,7023033,,100
24371,7023233,,100
24372,7023526,,83
24373,7023661,,100
24374,7023913,,86
24375,7023946,,82
24376,7023962,,91
24377,7024079,,40
24378,7024138,,89
24379,7024251,,94
24380,7024474,,91
24381,7024633,,98
24382,7024684,,100
24383,7024774,,100
24384,7025105,,94
24385,7025113,,97
24386,7025189,,100
24387,7025410,,92
24388,7025793,,100
24389,7025898,,100
24390,7026074,,100
24391,7026258,,100
24392,7026362,,98
24393,7026770,,97
24394,7026898,,98
24395,7027048,,97
24396,7027403,,97
24397,7027507,,100
24398,7029009,,95
24399,7030296,,96
24400,7031264,,98
24401,7031266,,100
24402,7031895,,94
24403,7032225,,40
24404,7032655,,99
24405,7032896,,100
24406,7033007,,85
24407,7033392,,80
24408,7033732,,95
24409,7033887,,96
24410,7034268,,93
24411,7034496,,100
24412,7034822,,90
24413,7034953,,99
24414,7035004,,99
24415,7035117,,98
24416,7035169,,87
24417,7035498,,98
24418,7035556,,94
24419,7035619,,89
24420,7035738,,80
24421,7036105,,98
24422,7036112,,97
24423,7036290,,79
24424,7036474,,82
24425,7036568,,100
24426,7036707,,99
24427,7036818,,90
24428,7036862,,94
24429,7037257,,95
24430,7037291,,94
24431,7037331,,94
24432,7037522,,96
24433,7037708,,99
24434,7037791,,99
24435,7038104,,99
24436,7038281,,96
24437,7038326,,100
24438,7038334,,91
24439,7038519,,93
24440,7038750,,100
24441,7038801,,96
24442,7039045,,100
24443,7039427,,99
24444,7042988,,98
24445,7043136,,91
24446,7043981,,94
24447,7044951,,97
24448,7045224,,95
24449,7045303,,98
24450,7046426,,100
24451,7046828,,97
24452,7047076,,94
24453,7047497,,100
24454,7047808,,98
24455,7047982,,100
24456,7047991,,89
24457,7048398,,84
24458,7048508,,98
24459,7048843,,86
24460,7049187,,96
24461,7049274,,100
24462,7049884,,90
24463,7050030,,100
24464,7050204,,93
24465,7050397,,100
24466,7050492,,93
24467,7050534,,100
24468,7051085,,90
24469,7052171,,100
24470,7052247,,97
24471,7052253,,96
24472,7052366,,93
24473,7052367,,100
24474,7052507,,96
24475,7052579,,99
24476,7052658,,91
24477,7052957,,98
24478,7053129,,95
24479,7053189,,100
24480,7053454,,95
24481,7053473,,97
24482,7053496,,94
24483,7053532,,80
24484,7053561,,87
24485,7053805,,94
24486,7053933,,99
24487,7054225,,100
24488,7054265,,92
24489,7054401,,90
24490,7054516,,96
24491,7054527,,100
24492,7054605,,100
24493,7054637,,93
24494,7054687,,93
24495,7054805,,100
24496,7054820,,100
24497,7054824,,93
24498,7054856,,97
24499,7054912,,100
24500,7055184,,50
24501,7055559,,100
24502,7059663,,87
24503,7061239,,77
24504,7064250,,88
24505,7064317,,100
24506,7064606,,92
24507,7064681,,90
24508,7064912,,100
24509,7064935,,88
24510,7065478,,96
24511,7066118,,98
24512,7066233,,100
24513,7066704,,90
24514,7066926,,100
24515,7067082,,90
24516,7067650,,93
24517,7068347,,100
24518,7068504,,100
24519,7068824,,95
24520,7069080,,95
24521,7069143,,86
24522,7069545,,92
24523,7069891,,95
24524,7070169,,99
24525,7070287,,100
24526,7070498,,100
24527,7070503,,98
24528,7070705,,87
24529,7070958,,100
24530,7071021,,64
24531,7071188,,90
24532,7071222,,93
24533,7071331,,90
24534,7071403,,100
24535,7071432,,97
24536,7071510,,99
24537,7071593,,98
24538,7071657,,80
24539,7071744,,90
24540,7071880,,94
24541,7071883,,98
24542,7071928,,97
24543,7071934,,91
24544,7072216,,75
24545,7072218,,100
